municipality_key,municipality,area,population
09772160,Kleinaitingen,15.66,1343
15085125,Groß Quenstedt,15.66,874
07141129,Singhofen,15.67,1796
13071067,Holldorf,15.67,774
13073076,Richtenberg; Stadt,15.67,1319
16075014,Dittersdorf,15.67,455
14522600,Zettlitz,15.68,664
15083505,Ummendorf,15.68,945
07340038,Rodalben; Stadt,15.69,6703
03158017,Hedeper,15.7,468
09772197,Scherstetten,15.7,1081
09778199,Stetten,15.7,1446
13075101,Neuenkirchen,15.7,221
01058037,Dänischenhagen,15.71,3810
09176124,Eitensheim,15.71,3031
09180132,Seehausen a.Staffelsee,15.71,2484
13075025,Dargelin,15.72,356
07235022,Fell,15.73,2502
16069052,Ummerstadt; Stadt,15.73,452
01051110,Süderhastedt,15.74,758
07143029,Herschbach,15.74,2879
09271118,Buchhofen,15.74,923
13075053,Iven,15.74,176
01060092,Wahlstedt; Stadt,15.75,9958
09679135,Gelchsheim; M,15.75,816
06432001,Alsbach-Hähnlein,15.77,9080
13072001,Admannshagen-Bargeshagen,15.77,2880
07333013,Dannenfels,15.78,865
08425091,Oberstadion,15.78,1597
01061074,Neuendorf b. Elmshorn,15.79,841
08415014,Dettingen an der Erms,15.79,9743
09676133,Kleinwallstadt; M,15.79,5698
09775454,Stoffenrieder Forst,15.79,0
12071044,Döbern/Derbno; Stadt,15.79,3146
13073099,Wendorf,15.79,861
06436005,Hattersheim am Main; Stadt,15.8,28040
07132080,Katzwinkel (Sieg),15.8,1743
16075077,Oppurg,15.8,1116
08436047,Hoßkirch,15.81,743
09477139,Marktschorgast; M,15.81,1379
01062006,Bargteheide; Stadt,15.82,15987
09471207,Viereth-Trunstadt,15.82,3595
01051020,Delve,15.84,756
07131033,Hümmel,15.84,490
09278140,Irlbach,15.84,1132
12066292,Schwarzbach,15.84,649
09577127,Ettenstatt,15.85,875
03154504,Mariental; gemfr. Gebiet,15.86,0
07334008,Hagenbach; Stadt,15.86,5460
16074085,Schlöben,15.86,917
03257017,Hülsede,15.87,1046
08416049,Neustetten,15.87,3758
13074040,Kneese,15.87,357
03255508,Wenzen; gemfr. Gebiet,15.88,0
07143032,Höhr-Grenzhausen; Stadt,15.88,9368
09676169,Wörth a.Main; St,15.88,4773
09772178,Mickhausen,15.88,1418
01051063,Krumstedt,15.89,486
01062065,Rümpel,15.89,1302
09472146,Haag,15.89,957
14521160,Ehrenfriedersdorf; Stadt,15.89,4550
16066081,Vachdorf,15.89,741
08225068,Neunkirchen,15.92,1853
09173141,Sachsenkam,15.92,1278
09190143,Prem,15.93,935
06438004,Hainburg,15.94,14299
09779217,Tagmersheim,15.94,1128
13071171,Zislow,15.94,212
03255015,Golmbach,15.95,887
09179149,Türkenfeld,15.95,3732
09780118,Burgberg i.Allgäu,15.95,3282
01057074,Schönkirchen,15.96,6811
08226003,Altlußheim,15.96,6278
07335049,Weilerbach,15.99,4818
09188127,Krailling,15.99,7895
03357041,Scheeßel,150.01,12962
12062092,Doberlug-Kirchhain; Stadt,150.36,8633
03357008,Bremervörde; Stadt,150.42,18666
05366004,Bad Münstereifel; Stadt,150.83,17152
05554004,Ahaus; Stadt,151.24,39658
16063003,Bad Salzungen; Stadt,152.02,22976
16052000,Gera; Stadt,152.18,91368
12064317,Müncheberg; Stadt,152.29,7042
03241004,Burgwedel; Stadt,152.85,20123
08311000,Freiburg im Breisgau; Stadt,153.04,231848
15089026,Barby; Stadt,153.2,8173
05554012,Borken; Stadt,153.24,42974
15088305,Querfurt; Stadt,155.62,10321
03351024,Winsen (Aller),155.85,13348
12062461,Schönewalde; Stadt,156.18,3034
15083270,Haldensleben; Stadt,156.21,19028
15089015,Aschersleben; Stadt,156.36,26328
05774020,Delbrück; Stadt,157.28,32266
12068264,Kyritz; Stadt,157.39,9155
05974044,Warstein; Stadt,158.05,24325
05974036,Rüthen; Stadt,158.15,10753
05762020,Höxter; Stadt,158.16,28467
13071099,Mirow; Stadt,158.28,3890
14730045,Belgern-Schildau; Stadt,158.99,7579
05562016,Haltern am See; Stadt,159.12,37808
03357051,Visselhövede; Stadt,159.2,9589
03452014,Krummhörn,159.21,11854
03454019,Haselünne; Stadt,159.43,13196
13071156,Waren (Müritz); Stadt,159.46,21116
15091110,Gräfenhainichen; Stadt,159.54,11413
13073090,Sundhagen,159.81,5276
01051048,Hemmingstedt,16.01,2867
07235148,Wiltingen,16.01,1390
07337071,Schweigen-Rechtenbach,16.01,1345
08436011,Baienfurt,16.01,7251
01056006,Bokel,16.02,595
09772209,Untermeitingen,16.02,7435
13073013,Breege,16.02,587
01058097,Lohe-Föhrden,16.03,442
01062035,Hoisdorf,16.04,3537
07135049,Klotten,16.04,1220
09278171,Perasdorf,16.04,541
09679142,Güntersleben,16.04,4454
01056028,Holm,16.05,3327
10041518,Sulzbach/ Saar; Stadt,16.07,16256
13074085,Warnow,16.07,634
03355001,Adendorf,16.08,10903
09179114,Althegnenberg,16.09,2070
01061023,Dammfleth,16.1,264
09178115,Attenkirchen,16.1,2767
06440011,Hirzenhain,16.11,2897
06437007,Fränkisch-Crumbach,16.12,3088
09189130,Nußdorf,16.12,2440
09375213,Zeitlarn,16.12,5703
09375122,Brunn,16.12,1470
16070006,Bösleben-Wüllersleben,16.13,621
06440022,Rockenberg,16.14,4455
03357030,Kirchtimke,16.15,951
08417023,Grosselfingen,16.15,2181
09190121,Eglfing,16.16,1102
13075018,Brünzow,16.16,658
13072060,Kühlungsborn; Ostseebad; Stadt,16.17,7964
01058130,Quarnbek,16.18,1770
01062059,Rehhorst,16.18,740
09175111,Anzing,16.18,4430
09187145,Höslwang,16.18,1301
09573130,Veitsbronn,16.18,6761
09673452,Burgwallbacher Forst,16.18,0
08336025,Fröhnd,16.19,472
01059126,Hürup,16.2,1255
09771168,Steindorf,16.2,982
13073068,Prohn,16.2,2146
13074060,Passee,16.2,196
16069037,Reurieth,16.2,778
01051139,Süderdorf,16.21,348
13071131,Schönfeld,16.21,358
03159023,Landolfshausen,16.22,1066
03357002,Alfstedt,16.22,844
07232288,Olzheim,16.22,590
08115042,Rutesheim; Stadt,16.22,10820
09186139,Münchsmünster,16.22,3072
09187163,Prutting,16.22,2939
03257010,Hagenburg; Flecken,16.23,4570
01053104,Roseburg,16.24,537
03359009,Burweg,16.24,1005
09471208,Walsdorf,16.24,2566
09777144,Kraftisried,16.24,908
03257018,Lauenau; Flecken,16.25,4357
07231001,Altrich,16.25,1682
13072037,Grammow,16.25,146
07232207,Brandscheid,16.26,301
09176116,Böhmfeld,16.26,1713
09679175,Randersacker; M,16.26,3504
08125038,Güglingen; Stadt,16.27,6411
01054045,Högel,16.28,452
07231092,Neumagen-Dhron,16.28,2294
07235131,Taben-Rodt,16.28,812
09377118,Friedenfels,16.28,1224
01053122,Steinhorst,16.29,571
01059164,Steinberg,16.29,830
08316039,Sexau,16.29,3528
07137221,Rhens; Stadt,16.31,2992
08327006,Böttingen,16.31,1380
09676122,Erlenbach a.Main; St,16.31,10256
07337021,Edesheim,16.32,2436
16068055,Udestedt,16.32,784
01054023,Drage,16.33,655
03351005,Bröckel,16.33,1901
08226049,Meckesheim,16.33,5200
09672122,Euerdorf; M,16.33,1494
03353028,Regesbostel,16.34,1075
13075087,Lütow,16.34,437
03355024,Melbeck,16.35,3496
07340045,Schönau (Pfalz),16.35,417
08226068,Reilingen,16.35,8075
09577150,Meinheim,16.35,846
01051043,Hedwigenkoog,16.36,231
01059171,Tarp,16.36,6037
03255012,Eimen,16.36,827
07140125,Rheinböllen; Stadt,16.36,4150
09475174,Sparneck; M,16.36,1575
09272140,Ringelai,16.37,1904
07231501,Irmenach,16.38,637
14522420,Niederwiesa,16.39,4765
01059168,Stoltebüll,16.4,678
01056026,Hemdingen,16.41,1680
01060096,Weede,16.41,1025
03452013,Juist; Inselgemeinde,16.41,1515
08117019,Eislingen/Fils; Stadt,16.41,21329
08225024,Fahrenbach,16.41,2709
07137216,Mülheim-Kärlich; Stadt,16.42,11248
12064136,Fredersdorf-Vogelsdorf,16.42,14476
08315014,Bollschweil,16.43,2295
03251004,Barenburg; Flecken,16.45,1235
03358011,Grethem,16.45,639
13073036,Groß Kordshagen,16.45,305
15085160,Hedersleben,16.47,1306
16067063,Sonneborn,16.47,1159
01058113,Nienborstel,16.48,596
09275148,Sonnen,16.48,1428
14625190,Großpostwitz/O.L. / Budestecy,16.48,2717
09273139,Kirchdorf,16.49,908
12062464,Schraden,16.49,487
08327030,Kolbingen,16.5,1240
01059057,Lürschau,16.51,1081
09479147,Schirnding; M,16.51,1156
03454037,Neubörger,16.52,1557
08226037,Ketsch,16.52,12995
09777165,Ronsberg; M,16.52,1684
01051047,Hemme,16.53,487
07133052,Kirn; Stadt,16.53,8209
12067124,Erkner; Stadt,16.53,11840
09673126,Großbardorf,16.54,928
03354003,Damnatz,16.55,308
03454060,Wippingen,16.55,984
13073072,Ralswiek,16.55,253
09673147,Nordheim v.d.Rhön,16.56,1084
07235069,Kordel,16.57,2144
09777152,Mauerstetten,16.57,3200
09779136,Ederheim,16.57,1102
06633017,Lohfelden,16.58,14252
07137081,Nickenich,16.58,3593
07231103,Osann-Monzel,16.58,1744
13076019,Bresegard bei Picher,16.58,291
16061034,Geisleden,16.58,975
08317073,Mahlberg; Stadt,16.59,5326
09676156,Schneeberg; M,16.59,1748
12060161,Melchow,16.59,1009
16074003,Bad Klosterlausnitz,16.59,3384
03353013,Gödenstorf,16.6,1029
09572143,Mühlhausen; M,16.6,1783
01059020,Dörpstedt,16.61,577
03358015,Lindwedel,16.61,2729
07133099,Spabrücken,16.61,1142
03452008,Hage; Flecken,16.62,6383
01059129,Jardelund,16.63,324
07235094,Newel,16.64,2769
09676143,Neunkirchen,16.64,1478
09773170,Syrgenstein,16.64,3810
07133023,Daxweiler,16.65,731
09673127,Großeibstadt,16.65,1057
15087101,Brücken-Hackpfüffel,16.65,970
01059019,Dannewerk,16.66,1145
07334025,Rülzheim,16.66,8258
09779126,Buchdorf,16.66,1915
13071003,Altenhof,16.66,353
13072069,Lüssow,16.66,960
16064033,Kirchheilingen,16.67,763
01059107,Eggebek,16.68,2578
07235095,Nittel,16.69,2591
12066120,Guteborn,16.69,519
03357006,Bothel,16.71,2375
07339024,Guntersblum,16.71,3924
09475453,Geroldsgrüner Forst,16.71,0
03452016,Lütetsburg,16.72,728
09184142,Schäftlarn,16.72,5927
16077026,Löbichau,16.72,944
06534002,Angelburg,16.73,3406
08317116,Sasbach,16.73,5277
12067440,Schöneiche bei Berlin,16.73,12968
03158011,Elbe,16.74,1529
06435023,Rodenbach,16.74,11204
07331073,Wörrstadt; Stadt,16.75,8189
09274118,Baierbach,16.76,794
09776122,Opfenbach,16.77,2368
01051119,Volsemenhusen,16.78,345
13076099,Moraas,16.78,490
08236039,Mönsheim,16.79,2965
09672126,Geroda; M,16.8,798
09677455,Frammersbacher Forst,16.8,0
01057042,Kühren,16.81,610
09374134,Mantel; M,16.81,2749
15089365,Wolmirsleben,16.82,1328
07140127,Riesweiler,16.83,773
08118007,Besigheim; Stadt,16.83,12772
03151031,Tiddische,16.84,1276
01053020,Büchen,16.85,6473
03158016,Haverlah,16.86,1572
06533006,Elz,16.86,7896
09471119,Breitengüßbach,16.86,4480
16068057,Walschleben,16.87,1786
03353011,Garlstorf,16.88,1185
14524210,Neukirchen/Pleiße,16.89,3849
09771176,Baar (Schwaben),16.9,1242
01057065,Rantzau,16.91,342
07340020,Hinterweidenthal,16.91,1540
09377149,Reuth b.Erbendorf,16.91,1109
09674160,Kirchlauter,16.91,1319
13076076,Kremmin,16.91,242
01056030,Klein Offenseth-Sparrieshoop,16.92,3122
07231136,Zeltingen-Rachtig,16.92,2198
09772179,Mittelneufnach,16.92,1043
03454024,Klein Berßen,16.93,1167
08336006,Bad Bellingen,16.93,4856
16064032,Kammerforst,16.93,795
16076003,Bad Köstritz; Stadt,16.93,3389
08316009,Denzlingen,16.94,13686
08316051,Wyhl am Kaiserstuhl,16.95,3918
09771111,Adelzhausen,16.95,1820
01060059,Negernbötel,16.97,1011
03251011,Dickel,16.98,462
07232300,Rommersheim,16.98,665
09190151,Schwabsoien,16.98,1422
01054055,Humptrup,16.99,756
15086055,Gommern; Stadt,160.11,10452
03241017,Springe; Stadt,160.13,28948
15091020,Bad Schmiedeberg; Stadt,160.3,8093
05914000,Hagen; Stadt der FernUniversität,160.45,188713
12067473,Steinhöfel,160.47,4528
05334002,Aachen; Stadt,160.85,249070
05774040,Bad Wünnenberg; Stadt,161.3,12202
12063189,Milower Land,161.33,4355
03352011,Cuxhaven; Stadt,161.92,48318
12072053,Dahme/Mark; Stadt,162.58,4805
12060269,Wandlitz,162.83,23657
12066052,Calau/Kalawa; Stadt,163.49,7650
12065256,Oranienburg; Stadt,163.67,46555
03462005,Friedeburg,163.75,10269
03153017,Goslar; Stadt,163.88,50010
15086015,Burg; Stadt,164.15,22254
13071164,Woldegk; Windmühlenstadt,164.17,4241
03351004,Bergen; Stadt,164.4,13371
05170012,Hamminkeln; Stadt,164.53,26900
15085145,Harzgerode; Stadt,164.68,7559
08326074,Villingen-Schwenningen; Stadt,165.53,86475
06437016,Oberzent; Stadt,165.61,10198
12052000,Cottbus/Chóśebuz; Stadt,165.62,98359
05770044,Stemwede,166.13,13140
12061219,Heideblick,166.57,3514
12073579,Uckerland,167.22,2543
15085185,Huy,167.33,7084
12070316,Pritzwalk; Stadt,167.46,11741
10041100,Saarbrücken; Landeshauptstadt,167.52,179634
05124000,Wuppertal; Stadt,168.39,354572
05762036,Warburg; Hansestadt,168.84,22953
03251007,Bassum; Stadt,168.85,16289
08118019,Gerlingen; Stadt,17.01,19657
09172454,Schellenberger Forst,17.01,0
09181124,Hofstetten,17.02,1903
09274135,Gerzen,17.02,1931
09372115,Blaibach,17.02,1950
09575127,Gollhofen,17.02,887
13076007,Barnin,17.02,473
08237061,Schopfloch,17.03,2577
09272116,Eppenschlag,17.03,954
07232210,Burbach,17.04,721
09276134,Patersdorf,17.04,1764
14625630,Wilthen; Stadt,17.04,4671
07133066,Merxheim,17.05,1385
13073097,Weitenhagen,17.05,211
08116012,Bissingen an der Teck,17.06,3418
08216029,Loffenau,17.06,2534
12060185,Parsteinsee,17.06,519
01053047,Gülzow,17.07,1322
09273175,Teugn,17.07,1731
01053043,Groß Sarau,17.08,1027
07339047,Ober-Olm,17.08,4526
09477158,Trebgast,17.08,1573
14626280,Leutersdorf,17.08,3461
01051086,Osterrade,17.09,434
03355012,Dahlem,17.09,645
08125017,Cleebronn,17.09,3153
09773153,Medlingen,17.09,1029
08415048,Mehrstetten,17.1,1456
09177124,Kirchberg,17.1,1113
09275112,Aidenbach; M,17.1,3091
15088250,Nemsdorf-Göhrendorf,17.11,817
01051001,Albersdorf,17.12,3772
08119086,Winterbach,17.12,7671
16077039,Ponitz,17.12,1501
03359027,Horneburg; Flecken,17.13,6721
09671127,Heimbuchenthal,17.14,2214
09673135,Hohenroth,17.14,3617
01059167,Sterup,17.15,1370
08436039,Grünkraut,17.15,3166
07232095,Nusbaum,17.16,428
01056002,Barmstedt; Stadt,17.17,10542
09181126,Hurlach,17.17,2008
13071041,Gnevkow,17.17,314
13071048,Grammentin,17.19,245
13073025,Fuhlendorf,17.19,821
13075006,Bandelin,17.19,519
03158009,Dettum,17.2,1181
03255026,Lauenförde; Flecken,17.2,2343
07138063,Rheinbrohl,17.2,4079
07232212,Dahnen,17.21,332
08425130,Weidenstetten,17.21,1386
09477163,Wirsberg; M,17.21,1802
09777168,Rückholz,17.22,936
15083515,Völpke,17.22,1227
08128006,Assamstadt,17.23,2240
09175136,Emmering,17.23,1493
09777147,Lechbruck am See,17.23,2782
01060009,Bimöhlen,17.24,1020
06431018,Neckarsteinach; Stadt,17.24,3938
01060088,Todesfelde,17.25,1093
08336105,Grenzach-Wyhlen,17.26,14848
16066061,Roßdorf,17.27,586
01054010,Bargum,17.29,645
07231009,Bettenfeld,17.29,667
09772156,Heretsried,17.3,999
01051134,Windbergen,17.31,785
08415060,Pliezhausen,17.31,9779
09175123,Hohenlinden,17.31,3337
14523280,Neumark,17.31,2936
08236061,Sternenfels,17.32,2776
08416015,Gomaringen,17.32,9163
09273121,Essing; M,17.32,1142
09477151,Rugendorf,17.32,954
16074002,Altenberga,17.33,748
09672143,Rannungen,17.34,1131
13071022,Burow,17.34,954
01058082,Holzdorf,17.35,858
09674219,Wonfurt,17.36,1969
16074042,Hummelshain,17.36,618
01062061,Reinfeld (Holstein); Stadt,17.37,9029
07140503,Mörsdorf,17.37,604
09676116,Bürgstadt; M,17.38,4282
09271139,Oberpöring,17.39,1196
13076027,Dambeck,17.39,274
16066073,Sülzfeld,17.39,828
09678128,Euerbach,17.4,3029
09773183,Wittislingen; M,17.41,2482
08116046,Neuffen; Stadt,17.43,6251
09472188,Seybothenreuth,17.43,1263
12064172,Golzow,17.43,826
13076004,Bandenitz,17.43,492
01054068,Klixbüll,17.44,1063
07333010,Bolanden,17.44,2511
09190133,Ingenried,17.44,1081
09777139,Irsee; M,17.44,1540
08115002,Altdorf,17.45,4623
07232308,Sellerich,17.47,286
16061101,Wachstedt,17.47,456
01054120,Simonsberg,17.48,826
07233075,Üdersdorf,17.48,1108
08325064,Wellendingen,17.48,3314
09190153,Sindelsdorf,17.5,1230
01059039,Hollingstedt,17.51,1017
03154012,Jerxheim,17.51,1084
06634012,Körle,17.51,3039
09675167,Seinsheim; M,17.51,1074
09185157,Rohrenfels,17.53,1619
09778219,Woringen,17.53,2213
08115004,Bondorf,17.54,6177
09679114,Aub; St,17.54,1430
09779154,Hainsfarth,17.54,1434
01051058,Karolinenkoog,17.55,135
01060099,Wiemersdorf,17.55,1685
03158013,Evessen,17.55,1256
07141091,Nassau; Stadt,17.55,4592
09471117,Bischberg,17.55,6003
01058053,Flintbek,17.57,7334
08425140,Balzheim,17.57,2121
13074005,Bernstorf,17.57,359
07231133,Wintrich,17.59,890
09778120,Boos,17.59,2135
03351018,Nienhagen,17.6,6807
07232231,Habscheid,17.6,647
07340054,Waldfischbach-Burgalben,17.6,4629
09775455,Unterroggenburger Wald,17.6,0
03357049,Vahlde,17.62,686
07331034,Gimbsheim,17.62,3077
08225042,Hüffenhardt,17.62,2031
09774166,Aichen,17.62,1165
07235126,Serrig,17.63,1666
09376173,Trausnitz,17.63,951
12064380,Petershagen/Eggersdorf,17.63,15611
09180113,Bad Bayersoien,17.65,1272
09774111,Aletshausen,17.65,1202
13072116,Wiendorf,17.65,796
03158022,Kneitlingen,17.66,775
09172124,Marktschellenberg; M,17.66,1784
09679141,Greußenheim,17.66,1629
03256010,Hassel (Weser),17.67,1722
08216008,Bühlertal,17.67,8059
09172128,Piding,17.67,5430
13075128,Stolpe an der Peene,17.67,279
08125048,Jagsthausen,17.68,1909
08127056,Michelbach an der Bilz,17.68,3597
09181128,Kaufering; M,17.68,10193
09377132,Krummennaab,17.68,1435
01054024,Drelsdorf,17.7,1266
12068372,Rüthnick,17.7,445
13075125,Schmatzin,17.7,289
01062090,Ammersbek,17.71,9905
03151026,Schönewörde,17.71,910
08126060,Niedernhall; Stadt,17.71,4061
13073041,Jakobsdorf,17.71,481
13076119,Redefin,17.71,540
09779187,Münster,17.72,1194
01053062,Kittlitz,17.73,279
01058165,Tüttendorf,17.74,1235
08136071,Tannhausen,17.74,1841
06632007,Hauneck,17.75,3191
08425138,Staig,17.75,3262
01060036,Hasenmoor,17.76,743
07137207,Dieblich,17.76,2607
09779452,Dornstadt-Linkersbaindt,17.76,0
13073043,Kenz-Küstrow,17.76,524
09677463,Ruppertshüttener Forst,17.77,0
09779162,Hohenaltheim,17.78,596
08315132,March,17.79,9269
13071145,Trollenhagen,17.79,914
09272460,Schlichtenberger Wald,17.8,0
09773179,Villenbach,17.8,1315
01057091,Schwentinental; Stadt,17.81,13873
03351021,Wathlingen,17.81,6306
08115013,Ehningen,17.81,9222
09773137,Haunsheim,17.81,1613
01055020,Harmsdorf,17.82,624
01062005,Bargfeld-Stegen,17.82,3042
08335097,Mühlhausen-Ehingen,17.82,3938
01060038,Heidmühlen,17.83,669
09175452,Ebersberger Forst,17.83,0
09377143,Neusorg,17.83,1896
09771165,Sielenbach,17.84,1801
12067040,Berkenbrück,17.85,1051
01058012,Barkelsby,17.86,1572
06633008,Fuldabrück,17.86,8719
09180126,Oberau,17.86,3135
03454030,Lehe,17.87,970
09177143,Wartenberg; M,17.88,5679
01051122,Weddingstedt,17.89,2316
01058124,Osterrönfeld,17.89,5104
07333038,Kerzenheim,17.89,2124
07337020,Edenkoben; Stadt,17.89,6660
09571137,Dombühl; M,17.89,1849
01062036,Jersbek,17.91,1781
09175124,Kirchseeon; M,17.91,10655
16074076,Reinstädt,17.91,464
06438007,Mainhausen,17.92,9659
08226102,Angelbachtal,17.92,5103
09171116,Feichten a.d.Alz,17.92,1251
08317056,Kappelrodeck,17.93,6146
09773188,Zusamaltheim,17.93,1253
09776118,Maierhöfen,17.93,1576
01060052,Latendorf,17.94,622
07134042,Hoppstädten-Weiersbach,17.94,3568
09777179,Wald,17.94,1174
01061041,Hohenfelde,17.95,886
09274154,Neufraunhofen,17.95,1135
09574111,Alfeld,17.95,1113
03459030,Quakenbrück; Stadt,17.96,13612
08136087,Riesbürg,17.97,2277
07138041,Linz am Rhein; Stadt,17.98,6273
07231054,Hilscheid,17.98,257
09772216,Welden; M,17.98,3869
07132050,Herdorf; Stadt,17.99,6615
09677193,Urspringen,17.99,1408
09774140,Haldenwang,17.99,2064
15085370,Wernigerode; Stadt,170.2,32027
05116000,Mönchengladbach; Stadt,170.47,261001
05774016,Büren; Stadt,170.99,21328
05562012,Dorsten; Stadt,171.29,74551
15083298,Hohe Börde,171.75,18703
08212000,Karlsruhe; Stadt,173.42,306502
05762016,Brakel; Stadt,173.92,16195
12067137,Friedland; Stadt,174.23,2975
03241019,Wedemark,174.27,29612
03361005,Kirchlinteln,174.68,10054
08436055,Leutkirch im Allgäu; Stadt,174.97,23056
09373167,Velburg; St,175.66,5391
03351006,Celle; Stadt,176.02,69279
03454032,Lingen (Ems); Stadt,176.19,55599
03455020,Wangerland,176.19,9130
03458007,Großenkneten,176.44,16144
12072169,Jüterbog; Stadt,176.48,12382
05570052,Warendorf; Stadt,176.88,37146
03155501,Solling (Landkreis Northeim); gemfr. Geb.,177.28,0
08425033,Ehingen (Donau); Stadt,178.33,26766
03451007,Westerstede; Stadt,179.56,23452
05774032,Paderborn; Stadt,179.59,152531
09189165,Wonneberg,18.01,1588
09571132,Dentlein a.Forst; M,18.01,2328
16061049,Hohes Kreuz,18.01,1246
07333026,Göllheim,18.02,3855
03256011,Haßbergen,18.03,1595
06633001,Ahnatal,18.03,8030
07335016,Hütschenhausen,18.03,3983
13071097,Melz,18.04,344
14625590,Steinigtwolmsdorf,18.04,2791
07140067,Kirchberg (Hunsrück); Stadt,18.05,4020
09679452,Guttenberger Wald,18.05,0
08118049,Marbach am Neckar; Stadt,18.06,15797
09673451,Bundorfer Forst,18.06,0
01059109,Esgrus,18.07,781
13073046,Kramerhof,18.07,1870
01056020,Haseldorf,18.08,1829
07140112,Oberwesel; Stadt,18.08,2813
08216024,Kuppenheim; Stadt,18.08,8399
09177138,Steinkirchen,18.08,1303
09671459,Schöllkrippener Forst,18.08,0
09677175,Retzstadt,18.08,1580
03158032,Vahlberg,18.09,705
07332024,Grünstadt; Stadt,18.09,13840
12065036,Birkenwerder,18.12,8116
08317118,Sasbachwalden,18.13,2561
09371123,Gebenbach,18.13,877
09673184,Wülfershausen a.d.Saale,18.13,1495
09679130,Estenfeld,18.13,5398
07132008,Birken-Honigsessen,18.14,2465
07143286,Rennerod; Stadt,18.14,4435
01059123,Hörup,18.15,608
03462014,Spiekeroog,18.15,794
01051099,Schafstedt,18.16,1299
08119004,Althütte,18.16,4270
08317046,Hofstetten,18.16,1803
08425066,Illerrieden,18.16,3373
09187186,Albaching,18.16,1772
09273181,Wildenberg,18.16,1403
08136084,Wört,18.17,1508
13076151,Werder,18.17,347
01058077,Hohenwestedt,18.18,5393
09277147,Stubenberg,18.19,1406
09175128,Moosach,18.2,1501
09275137,Obernzell; M,18.21,3841
01059005,Bergenhusen,18.22,727
03459006,Bad Rothenfelde,18.22,8477
09575155,Oberickelsheim,18.22,743
13071010,Blankenhof,18.22,733
15088030,Barnstädt,18.22,976
07137057,Kruft,18.23,4466
01060037,Heidmoor,18.24,299
03454004,Bockhorst,18.24,979
03158008,Denkte,18.26,2812
14522620,Zschaitz-Ottewig,18.26,1313
06432009,Groß-Bieberau; Stadt,18.27,4693
07331032,Gau-Odernheim,18.27,3896
03359025,Himmelpforten,18.28,5613
09778184,Oberschönegg,18.28,999
14626430,Oybin,18.28,1325
03353014,Halvesbostel,18.29,745
08237024,Empfingen,18.29,4201
08327008,Buchheim,18.3,720
09672124,Fuchsstadt,18.3,1881
07233020,Dreis-Brück,18.31,797
01055021,Heiligenhafen; Stadt,18.32,9283
03257038,Wölpinghausen,18.33,1621
08316037,Riegel am Kaiserstuhl,18.33,4035
16066022,Fambach,18.33,2023
01059098,Nübel,18.34,1297
13074010,Boltenhagen; Ostseebad,18.35,2535
03357055,Wilstedt,18.37,1739
09574455,Fischbach,18.37,0
01055004,Bad Schwartau; Stadt,18.39,20264
09678134,Gerolzhofen; St,18.39,6867
13075037,Grambin,18.39,424
13075150,Ziethen,18.39,445
09176149,Nassenfels; M,18.4,2263
09572114,Aurachtal,18.4,3158
09772163,Königsbrunn; St,18.4,27888
09778163,Lauben,18.4,1373
07235137,Trierweiler,18.41,3814
08235018,Dobel,18.41,2406
01054078,List auf Sylt,18.42,1557
09278134,Haselbach,18.43,1921
16068041,Ostramondra,18.43,466
09574464,Winkelhaid,18.44,0
03462017,Werdum,18.45,738
09177142,Walpertskirchen,18.45,2172
09676140,Mömlingen,18.45,4872
16062009,Großlohra,18.45,862
16064038,Kutzleben,18.45,596
01051081,Norderwöhrden,18.47,261
03255025,Kirchbrak,18.47,962
07235154,Merzkirchen,18.47,827
07334011,Hördt,18.47,2649
09175131,Oberpframmern,18.47,2486
09275130,Kirchham,18.47,2441
09774160,Münsterhausen; M,18.47,2009
03458002,Colnrade,18.48,751
07143308,Westerburg; Stadt,18.48,5749
16063046,Krauthausen,18.48,1574
16074019,Frauenprießnitz,18.48,813
08326020,Gütenbach,18.49,1122
01054100,Osterhever,18.5,223
07235008,Beuren (Hochwald),18.5,914
08327046,Spaichingen; Stadt,18.5,13407
01058029,Breiholz,18.51,1391
07140116,Perscheid,18.51,324
03357044,Sittensen,18.53,5968
01054152,Wester-Ohrstedt,18.54,1052
08116007,Baltmannsweiler,18.55,5676
03355035,Südergellersen,18.56,1816
07131001,Adenau; Stadt,18.56,3020
14521210,Geyer; Stadt,18.56,3350
09571208,Unterschwaningen,18.57,864
06434006,Kronberg im Taunus; Stadt,18.58,18322
06435007,Erlensee; Stadt,18.58,15579
07133107,Waldböckelheim,18.58,2186
09184129,Hohenbrunn,18.58,8804
09673167,Sondheim v.d.Rhön,18.58,906
14524120,Hohenstein-Ernstthal; Stadt,18.58,14142
15090445,Sandau (Elbe); Stadt,18.58,829
01057045,Lebrade,18.59,605
08335100,Rielasingen-Worblingen,18.59,11995
09186126,Hettenshausen,18.6,2192
03353041,Wistedt,18.61,1753
16062026,Kleinfurra,18.61,1010
03255019,Heinsen,18.62,749
07331055,Osthofen; Stadt,18.62,9528
09179137,Mittelstetten,18.62,1700
01051065,Lehe,18.63,1082
01054093,Ockholm,18.64,294
03462008,Moorweg,18.64,869
08426065,Kirchberg an der Iller,18.64,2149
09190111,Altenstadt,18.66,3287
08317040,Haslach im Kinzigtal; Stadt,18.67,7152
06433001,Biebesheim am Rhein,18.68,6625
07336092,Schönenberg-Kübelberg,18.68,5530
09475137,Issigau,18.68,982
